tweet,label,index,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,1.0,950,1,12,1,1,89.39,,12,0,100,91.67,83.33,8.33,8.33,8.33,0,0,0,0,0,16.67,8.33,8.33,0,25,41.67,8.33,25,33.33,0,8.33,8.33,0,0,0,66.67,16.67,33.33,0,0,8.33,0,16.67,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,8.33,8.33,8.33,0,0,0,0,0,16.67,0,0,0,0,16.67,0,25
cold weather please hurry i want to wear sweaters again 🙏🏽,0.0,951,1,10,69.05,3.95,63.35,,10,20,80,60,30,10,10,10,0,0,0,0,0,0,0,0,10,0,10,0,0,20,10,0,0,0,0,0,30,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Love it when someone buys a £175 coffee machine in Paris with my debit card 😕,1.0,952,1,15,59.67,40.06,63.35,97.84,15,13.33,86.67,46.67,46.67,20,6.67,6.67,0,0,0,0,13.33,13.33,6.67,6.67,13.33,0,6.67,6.67,0,0,0,0,0,0,0,0,13.33,0,6.67,0,0,0,6.67,0,0,0,6.67,6.67,0,6.67,6.67,0,0,0,0,0,13.33,6.67,0,0,0,0,0,6.67,0,0,0,0,6.67,0,0,6.67,13.33,0,0,0,13.33,0,6.67,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,13.33,6.67,0,0,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67
why is it so hard to find tshirts with cool wizards on them,0.0,953,1,13,31.07,81.78,2.93,99,13,15.38,84.62,84.62,61.54,15.38,7.69,0,0,0,0,7.69,7.69,0,0,0,23.08,7.69,15.38,7.69,0,15.38,15.38,0,0,0,0,0,23.08,0,15.38,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,23.08,0,0,0,0,0,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"How kind of the Conservative party to cancel their Christmas get together this year, I mean they didn't have enough parties last year, did they?",1.0,954,1,25,19.3,40.06,99,99,25,16,96,56,44,20,16,4,0,0,0,12,4,16,4,0,4,8,4,0,4,12,4,12,12,12,0,0,44,0,20,8,4,0,8,0,4,0,8,8,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,12,0,0,0,0,4,4,0,0,12,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,4,0,16,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,16,0,8,4,0,4,0,0
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1.0,955,1,13,74.95,7.93,81.58,99,6.5,30.77,69.23,53.85,23.08,15.38,7.69,7.69,0,0,0,0,7.69,7.69,7.69,7.69,0,0,0,0,0,7.69,15.38,7.69,7.69,7.69,0,0,15.38,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,46.15,7.69,7.69,0,0,0,30.77,0
When is someone going to train a little baby pig to walk on a circus ball 🤬,0.0,956,1,16,95.8,94.84,15.38,,16,6.25,75,62.5,50,6.25,0,0,0,0,0,0,6.25,12.5,12.5,0,18.75,6.25,6.25,6.25,0,18.75,6.25,6.25,0,0,0,0,18.75,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,6.25,0,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,6.25
happy birthday mols!! thanks for being such a fun person I love you bunches💖💖 @guinnmolli,0.0,957,1,15,77.34,96.04,19.26,99,7.5,20,86.67,66.67,40,13.33,13.33,6.67,0,6.67,0,0,0,13.33,6.67,0,6.67,6.67,0,0,0,13.33,13.33,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,33.33,33.33,0,20,20,0,0,0,0,0,26.67,13.33,6.67,6.67,0,0,6.67,13.33,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,20,0,0,0,13.33,0,6.67,13.33
keep the mics on pitchers always,0.0,958,1,6,99,,39.59,99,6,16.67,66.67,66.67,50,0,0,0,0,0,0,0,0,16.67,16.67,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the curious george soundtrack radicalized me at the tender age of four,0.0,959,1,12,99,6.61,89.39,99,12,25,83.33,58.33,50,8.33,8.33,8.33,0,0,0,0,0,25,16.67,8.33,16.67,0,0,0,0,0,8.33,8.33,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1.0,960,1,40,62.1,81,63.35,90.5,40,10,97.5,85,57.5,20,12.5,5,0,0,7.5,0,7.5,7.5,5,0,20,2.5,10,5,0,17.5,10,5,2.5,0,0,2.5,22.5,2.5,17.5,10,5,2.5,0,2.5,0,0,5,5,0,0,0,0,0,0,0,0,17.5,5,0,0,0,0,2.5,12.5,0,0,0,10,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,10,22.5,0,5,7.5,0,2.5,7.5,2.5,12.5,2.5,0,2.5,2.5,0,0,0,7.5,2.5,2.5,0,0,0,2.5,0
it’s amazing how toxic people are always blaming others but fail to realize that they are the common denominator in all problems 🚮,0.0,961,1,22,12.37,40.06,95.15,1,22,22.73,95.45,72.73,59.09,18.18,4.55,0,0,0,0,4.55,13.64,13.64,4.55,0,9.09,13.64,9.09,4.55,0,18.18,9.09,4.55,4.55,0,4.55,0,45.45,9.09,22.73,9.09,4.55,0,0,0,9.09,0,13.64,4.55,9.09,4.55,4.55,0,0,0,0,0,13.64,4.55,0,0,0,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,4.55,0,18.18,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,4.55
"was Chris Harrison really that fundamental to the bachelor?? what are they gonna do, forget how to function when there’s one rose left???",0.0,962,1,23,4.38,85.5,44.75,,11.5,17.39,82.61,73.91,65.22,13.04,4.35,0,0,0,0,4.35,8.7,13.04,4.35,4.35,13.04,21.74,17.39,4.35,0,26.09,4.35,4.35,0,0,0,0,30.43,0,13.04,4.35,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,8.7,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,8.7,0,0,0,4.35,4.35,13.04,4.35,4.35,4.35,0,0,0,30.43,0,4.35,21.74,0,4.35,0,0
I live for the great British weather!,1.0,963,1,7,99,1,97.09,99,7,28.57,85.71,85.71,42.86,14.29,14.29,14.29,0,0,0,0,0,14.29,14.29,0,14.29,0,0,0,0,14.29,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0
Pub crawl pub crawl pub crawl pub crawl pub crawl. There are pubs and I am crawling too them,0.0,964,1,19,6.22,40.06,99,,9.5,5.26,100,68.42,36.84,10.53,10.53,5.26,0,0,0,5.26,0,0,0,0,0,10.53,10.53,5.26,0,42.11,0,0,0,0,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,31.58,31.58,0,0,0,0,26.32,0,0,0,0,0,0,26.32,0,0,0,0,0,0,0,0,0,0,0,36.84,0,31.58,5.26,0,0,0,0,0,10.53,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0
I woke this morning to another Monday of fine bright warm sunshine here in Norfolk. Just what you need to put you in the right frame of mind for the week.,1.0,965,1,31,93.3,76.43,91.84,99,15.5,12.9,90.32,77.42,54.84,19.35,9.68,3.23,0,6.45,0,0,9.68,12.9,6.45,0,22.58,0,6.45,0,0,9.68,9.68,6.45,0,0,0,0,22.58,0,9.68,0,0,3.23,0,0,3.23,0,9.68,9.68,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,9.68,19.35,0,3.23,9.68,3.23,0,3.23,9.68,3.23,0,0,0,0,0,0,0,6.45,6.45,0,0,0,0,0,0
"these two girls are on the beach in lawn chairs, i love shoobies",1.0,966,1,13,74.95,98.04,30.98,99,13,7.69,84.62,46.15,46.15,15.38,7.69,7.69,0,0,0,0,7.69,23.08,7.69,7.69,7.69,7.69,0,0,0,7.69,0,7.69,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,7.69,0,0,0,0,0,30.77,7.69,0,0,0,0,0,23.08,15.38,0,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0
need a new pfp pls send suggestions,0.0,967,1,7,99,,1,99,7,14.29,85.71,57.14,14.29,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,28.57,0,14.29,0,0,14.29,0,0,0,0,28.57,28.57,0,0,0,0,0,0,0,0,28.57,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0
Can a burrito change the world?  Don't miss Chipotle's first Game Day commercial  https://t.co/IkCNfSARJD #bonuspoints,0.0,968,1,15,77.34,10.48,19.26,97.84,7.5,26.67,86.67,46.67,33.33,0,0,0,0,0,0,0,0,20,13.33,6.67,0,13.33,0,0,6.67,13.33,13.33,13.33,0,0,0,0,26.67,0,13.33,0,6.67,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,20,6.67,0,0,13.33,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0,6.67,0,0,13.33,6.67,0,0,6.67,0,0,0,13.33,0,13.33,0,0,0,0,0,0,26.67,0,0,6.67,0,13.33,6.67,0
simping for guys that don’t even know you exist is a different type of heart break😔,0.0,969,1,16,43.4,75.49,15.38,,16,12.5,75,62.5,50,12.5,6.25,0,0,6.25,0,0,6.25,12.5,6.25,0,12.5,12.5,6.25,0,6.25,18.75,6.25,0,0,0,0,0,25,0,12.5,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,6.25
crocheting is hard,0.0,970,1,3,10.19,,,,3,33.33,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻",1.0,971,1,32,70.71,1,99,99,32,21.88,90.63,62.5,53.13,15.63,15.63,12.5,0,0,0,3.13,0,15.63,6.25,0,15.63,3.13,3.13,6.25,3.13,9.38,9.38,3.13,9.38,3.13,6.25,0,18.75,0,12.5,0,0,3.13,3.13,3.13,6.25,0,15.63,12.5,3.13,9.38,3.13,6.25,0,0,0,0,12.5,6.25,0,0,0,0,3.13,6.25,0,0,0,0,0,0,0,0,6.25,0,3.13,3.13,0,0,3.13,0,0,0,0,0,3.13,0,0,0,0,3.13,0,3.13,0,0,0,0,9.38,18.75,0,3.13,9.38,0,9.38,0,3.13,3.13,3.13,0,0,0,0,0,0,15.63,0,3.13,0,0,9.38,3.13,6.25
"knew one coworker recently had a baby, but didn't send us pictures so far. People are curious, so I tacked up a stock photo of an ugly baby.",0.0,972,1,28,35.59,79.51,97.09,1,14,14.29,85.71,64.29,50,7.14,7.14,3.57,3.57,0,0,0,0,14.29,10.71,3.57,7.14,10.71,7.14,10.71,3.57,17.86,7.14,3.57,7.14,7.14,0,0,25,0,14.29,7.14,0,0,0,0,7.14,0,3.57,0,3.57,0,0,0,0,0,0,0,17.86,0,0,0,0,0,0,17.86,7.14,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,7.14,0,0,7.14,0,0,0,3.57,10.71,3.57,0,0,0,0,0,0,17.86,7.14,7.14,0,0,3.57,0,0
Markets already down,0.0,973,1,3,89.52,,99,,3,66.67,100,66.67,66.67,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want tech to be banned for use in work relationships. i don't ever want my bosses asking me why im missing optional shit. just write me up at that point.,0.0,974,1,31,17.22,1,91.84,,10.33,9.68,90.32,70.97,54.84,22.58,19.35,19.35,0,0,0,0,3.23,6.45,0,0,16.13,9.68,9.68,0,3.23,25.81,0,0,9.68,3.23,3.23,3.23,29.03,3.23,16.13,0,6.45,6.45,3.23,0,3.23,0,3.23,0,0,0,0,0,0,0,0,3.23,12.9,6.45,0,0,0,0,6.45,6.45,0,0,0,0,3.23,0,0,3.23,6.45,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,3.23,3.23,6.45,0,0,6.45,0,0,0,3.23,0,6.45,0,0,0,0,0,0,12.9,9.68,0,0,0,3.23,0,0
Uh oh Ben Simmons will also have a Steph Curry type season 76ers better not trade him now https://t.co/kkpzfcTcSH,1.0,975,1,19,12.74,14.81,8.42,92.27,19,5.26,73.68,52.63,36.84,5.26,5.26,0,0,0,5.26,0,0,5.26,5.26,5.26,0,10.53,10.53,5.26,5.26,10.53,5.26,0,5.26,0,5.26,0,21.05,0,5.26,0,0,0,0,0,5.26,0,5.26,5.26,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,5.26,0,0,0,5.26,5.26,0,0,5.26,5.26,0,0,5.26,5.26,0,5.26,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,10.53,0,5.26,5.26,10.53,0,0,10.53,0,0,0,0,0,0,0,0,0
"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",1.0,976,1,18,95.3,,10.18,,9,5.56,94.44,72.22,50,11.11,0,0,0,0,0,0,11.11,11.11,5.56,11.11,22.22,0,5.56,5.56,0,11.11,5.56,11.11,0,0,0,0,11.11,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,11.11,5.56,0,0,0,16.67,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,16.67,0,5.56,0,0,5.56,5.56,5.56,0,5.56,0,0,0,0,0,0,16.67,0,11.11,5.56,0,0,0,5.56
I picked next year's musical already...Electro City. Obvious choice.,1.0,977,1,10,39.7,3.95,99,,5,40,90,60,20,10,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,20,10,0,0,0,0,50,0,20,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,10,10,0,10,0,30,20,0,0,0,0,0,0,0,60,50,0,0,0,10,0,0
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,1.0,978,1,14,96.35,79.51,24.32,,14,50,78.57,57.14,42.86,7.14,7.14,0,0,7.14,0,0,0,14.29,7.14,0,21.43,7.14,7.14,0,0,14.29,7.14,0,0,0,0,0,21.43,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,14.29,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,7.14,14.29
"@traves whoa! that's a little too crazy man, slow down",1.0,979,1,10,69.05,89.5,98.38,,5,0,90,80,40,10,0,0,0,0,0,0,10,20,10,0,10,10,10,0,0,10,30,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,10,0,0,0,10,0,10,0,10,0,0,0,10,40,0,10,0,10,10,10,0
"“@elliekonsker: Physically and mentally stressed”",0.0,980,1,5,1,,,1,5,80,80,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,20,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,0
Beautiful animation and hype song what more could be asked for https://t.co/PFLLswgkh3,0.0,981,1,12,26.1,,1,99,12,16.67,83.33,66.67,50,8.33,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,16.67,0,8.33,0,25,16.67,8.33,0,0,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rewatching degrassi for the millionth time,1.0,982,1,6,99,,39.59,,6,50,66.67,50,50,0,0,0,0,0,0,0,0,33.33,16.67,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My ears are ringing so badly rn,0.0,983,1,7,1,1,24.32,1,7,14.29,100,85.71,71.43,14.29,14.29,14.29,0,0,0,0,0,14.29,0,0,0,14.29,42.86,14.29,0,28.57,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,28.57,0,0,0,28.57,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",1.0,984,1,20,1,97.73,28.56,99,10,10,95,80,60,20,20,5,0,15,0,0,0,10,0,0,5,10,10,15,0,20,5,5,0,0,0,0,30,10,5,0,0,0,0,0,5,0,15,10,0,5,5,0,0,0,0,5,25,10,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,5,5,10,0,5,0,0,5,0,15,0,5,5,0,0,5,15
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,1.0,985,1,11,6.68,99,,,11,27.27,100,54.55,45.45,27.27,18.18,0,0,0,0,9.09,9.09,9.09,0,0,9.09,18.18,0,0,0,27.27,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45,18.18,0,0,0,9.09,9.09,36.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,18.18,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,72.73,0,0,0,63.64,9.09,0,0
Got my xqc hoodie and signed card a few days ago. Feelsgoodman. https://t.co/FT47oJE1Mr,0.0,986,1,13,53.56,7.93,81.58,,6.5,7.69,61.54,53.85,38.46,7.69,7.69,7.69,0,0,0,0,0,23.08,7.69,7.69,0,0,7.69,7.69,0,7.69,7.69,15.38,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,1.0,987,1,17,95.53,12.77,83.69,,8.5,17.65,82.35,64.71,52.94,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,5.88,17.65,5.88,5.88,5.88,0,11.76,0,5.88,5.88,0,5.88,0,23.53,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,11.76,11.76,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,11.76,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0
Wow the realization that I now never have to take a language class ever again just hit me and I feel like I could float on a cloud with that weight off my shoulders,0.0,988,1,34,29.85,1,99,1.85,34,8.82,97.06,76.47,64.71,20.59,14.71,14.71,0,0,0,0,5.88,17.65,8.82,0,14.71,5.88,14.71,2.94,2.94,11.76,0,2.94,0,0,0,0,20.59,5.88,8.82,5.88,0,2.94,0,0,0,0,5.88,0,2.94,2.94,0,0,0,0,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,5.88,0,2.94,0,0,0,0,0,0,11.76,5.88,0,2.94,0,0,0,2.94,11.76,0,5.88,5.88,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,1.0,989,1,24,89.52,6.61,99,83,24,4.17,91.67,66.67,54.17,8.33,8.33,8.33,0,0,0,0,0,20.83,8.33,12.5,20.83,8.33,4.17,8.33,0,16.67,4.17,12.5,0,0,0,0,20.83,0,0,0,0,0,0,0,0,0,4.17,4.17,0,4.17,4.17,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,4.17,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,4.17,4.17,0,0,25,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0
