,tweets,class
69292,Are we all that led by #marketing &amp; #fads ? I haven't eaten Kale in 3 wks... Hope I don't die! #sarcasm #nutrition http://t.co/l8Mkqbd7KU,sarcasm
69293,"@MooseAndMaggie NO WAY!! Are u trying to tell me the NFL doesnt give a damn about the ""old guys"" that used to play? #Sarcasm #halloffame",sarcasm
69294,"@HuffPostUKEnt @HuffPostUK My life, and millions of other lives is now complete. Thanks. #Sarcasm",sarcasm
69295,Time for some work... Woo hoo!!! #sarcasm,sarcasm
69296,"It was very kind of Lane to remind me that it's Saturday and he has no school today, at 6:30am when he got up ready to play. #sarcasm",sarcasm
69297,But of course he's always right and never yells unfairly at others #sarcasm,sarcasm
69298,It sounds like we're a long ball team now great #sarcasm #ffc,sarcasm
69299,"@Slate @Quora since white Americans did it, ipso facto a priori it can't be terrorism #sarcasm #Hiroshima",sarcasm
69300,@ChrisPickens2 He only says those things because he has 'class'. #sarcasm,sarcasm
69301,"@KKeneally Well, the WAGS didn't do very well in the Ashes this time did they? Better luck next time ladies #sarcasm",sarcasm
69302,Everybody knows his age/everybody knows his age/Chancel Mbemba/everybody knows his age. #sarcasm #NUFC,sarcasm
69303,"All men, including me believe in GENDER EQUALITY but these stupid women don't have enough brains to understand this theory.
#Sarcasm",sarcasm
69304,"Story of my life. 
#sarcasm #insults http://t.co/rZQUbNnSb5",sarcasm
69305,Also. Massive crowd at the Netball! #Sarcasm,sarcasm
69306,Feeling disposable is an awesome feeling. #sarcasm,sarcasm
69307,Ta da!! Buy my stuff!! 😍😁😁 also new #blog post later all about my life. Interesting I know #sarcasm http://t.co/L2Risb6h11,sarcasm
69308,"23 Reasons Why You Should NEVER VISIT Turkey 
http://t.co/h3CNKK4NwW

#sarcasm #mustseeturkey",sarcasm
69309,Yeo is having a good game hahaha #sarcasm #AFLFantasy,sarcasm
69310,"Best nights sleep ever, nothing exciting happening today #sarcastic #utm #gtfc #operationpromotion",sarcasm
69311,"@CreanBill @jamesprossiter 4 all Ireland's, 9 Munster, 3 all stars and a player of the year but your probably right!!!! #sarcasm",sarcasm
69312,Gotta love Trump. #sarcasm #GOP  https://t.co/q0p78BlxPE,sarcasm
69313,TOLd RT @riakendall82 Starting to think #sarcasm is lost on Twitter. #SMH #SaturdayKitchen,sarcasm
69314,Regram What's like.  #art #handmade #drawing #girl #illustration #life #design #dog #landscape #takeawalk #sarcasm … http://t.co/7Xcuei7ITB,sarcasm
69315,More automated #prejudice? Yes please #facebook! #sarcasm,sarcasm
69316,I FUCKING LOVE SPAM MARKETING TEXTS &gt;:( #sarcasm,sarcasm
69317,@Moccs1985 @JackGood9 I voted any carrol to be on fifa 16 cover because he is one brilliant striker #sarcasm,sarcasm
69318,"Was this week's episode of @BBCNowShow so good because it's August?

#sarcasm",sarcasm
69319,American foreign policy!! #sarcasm https://t.co/qiPN5O8acC,sarcasm
69320,You should've told me though... ☺ #sarcastic,sarcasm
69321,@rnaughton yes you are. Shame on you. #sarcasm #ridiculous,sarcasm
69322,"@RT_com yeah that's a #greatidea, use a ""password"" you can't change. #Sarcasm #StupidIdea",sarcasm
69323,@DJDaymos don't you start with that nonsense #sarcasm,sarcasm
69324,"A classy, very well phrased, extraordinarily convincing characterisation of @RichardDawkins 😂😂😂
#sarcasm #atheism  https://t.co/Op5WI2jIX4",sarcasm
69325,Cosmology fascinates the hell outta me...shoulda been an astrophysicist. Instead I'm banking that sweet non profit salary. #sarcasm #imbroke,sarcasm
69326,"Getting ready for school to start up:

#school #stupid #sarcasm #funny http://t.co/gnztlxChsJ",sarcasm
69327,We really couldn't live without the Carlton -Collingwood blockbusters twice every year #sarcasm,sarcasm
69328,"""Everyone's a cis white man at heart"" #sarcasm #StonewallMovie @lmiller93",sarcasm
69329,@grayblake3 #SARCASM but seriously .. I like your face .😏,sarcasm
69330,"Man, this leaked Kingdom Hearts X Mario Kart 8 DLC screenshot looks awesome! #FakeLeaks #NotReallyHappening #Sarcasm http://t.co/B4JYLID2Np",sarcasm
69331,@Riizpey yeh!! the boring boring chelsea that won the league. #sarcasm,sarcasm
69332,Starting to think #sarcasm is lost on Twitter. #SMH #SaturdayKitchen,sarcasm
69333,Reading through #PLLTheory is really good when you can't sleep. #sarcasm,sarcasm
69334,"Oh good, is it football season again? What a time to be alive #sarcasm",sarcasm
69335,@fxcoudert @DrMaggieHardy @stuartcantrill Was it the chemicals that did this? Clearly chemicals are bad #Sarcasm,sarcasm
69336,"shout out to the person who said ""aw don't be sad!"" you cured me i'm now happy as fuck #sarcasm",sarcasm
69337,@jimmysllama @onekade @EWErickson Silly onekade!  Paris doesn't work for Fox News! #sarcasm,sarcasm
69338,Footwear is on point today! #fashion And in case you didn't realise: #Sarcasm http://t.co/k33n16ZnbM,sarcasm
69339,@proudsioux you must think that you are really funny. Haha! #sarcasm cc: @adtheisen @chetnystrom @mjendres @thesnake34 @KyleEndres,sarcasm
69340,@ManicMinxy no girlfriends. Shocker. #sarcasm,sarcasm
69341,"@skam85 @SpartansF_C @DangerZoneFC well now that the keeper league expert and final, infallible adjudicator has spoken... #sarcasm",sarcasm
69342,@RonanLTynan @eddireader I wonder why the main stream media doesn't cover this? Why? #sarcasm,sarcasm
69343,"Catching up on it now, lol I picked the best time #sarcasm",sarcasm
69344,"https://t.co/8HAM12hSHH
#SARCASM #GilmaGrandpaAjith @misturMBA  super !!",sarcasm
69345,Man U has a brilliant defense. #Sarcasm,sarcasm
69346,#Sarcasm Can Be #Good For Health If Done Properly http://t.co/QoajzVf0r0 #parody,sarcasm
69347,"Yea, but we got ""free"" health care. 

#sarcasm  https://t.co/Lnny1PYIs5",sarcasm
69348,Beautiful day.. To work 😆 #sarcasm,sarcasm
69349,Oh yay!! I've woken up to a feed covered in football ... and I couldn't be happier about it. #Sarcasm,sarcasm
69350,Welp 12 hour works days all the time. Cool as fuck. I love it. #sarcasm,sarcasm
69351,Just a few thoughts about #depression there. Fine thoughts for a lovely Saturday morning eh? What a great day to be depressed! #sarcasm,sarcasm
69352,Wow @SkyBet ... What an amazing price boost. #sarcasm http://t.co/3Idd559ocJ,sarcasm
69353,My favorite thing is when Luis opens my snaps but doesn't snap me back... 😡 #sarcasm,sarcasm
69354,@ProFootballTalk what if he destroys his hands?!! #sarcasm,sarcasm
69355,thanks for crashing twice during my set tonight #traktor #sarcasm #softwareupdatefail #nativeinstruments,sarcasm
69356,@daisycakes4 @AlexiHawley Yes..... I know....... 💁🏽😊 #sarcasm,sarcasm
69357,So there's this new invention called canned foods. Keep throwing away my fresh produce but THIS IS GENIUS #sarcasm http://t.co/UOeO0wKSNs,sarcasm
69358,"@AThriftyMrsUK one of the deep joys of self employment! I mean, if you run your own business, you must be loaded, right? #sarcasm",sarcasm
69359,"@awryaditi and also watchin porn wen parliament is in session is ""not"" public indecency :P #sarcasm",sarcasm
69360,@TimesNow Make @yadavakhilesh Prime Minister of India and you will see development and growth everywhere in India and World. #Sarcasm,sarcasm
69361,Nothing is better than seeing your ex with someone uglier than you. #funnytweets #sarcasm #teamfollowback #f4f,sarcasm
69362,"Really love a liar! #Sarcastic Don't worry, karma is a %^*&amp;$! It will get ya!",sarcasm
69363,"well that was an ""exciting"" finish worthy of a main event #sarcasm #g125 #njpwworld",sarcasm
69364,"@DerrickTurner15 yeah Kiddo... sure, not! #sarcasm",sarcasm
69365,All Blacks choking in a World Cup year?? Never… #Sarcasm #FYI. Amazing stuff from the @Wallabies &amp; coach Cheika #GoWallabies #BledisloeCup,sarcasm
69366,"@marcoswilian187 Keep arguing on twitter, it definitely improves your chances of getting unbanned.  #FAIL #Sarcastic",sarcasm
69367,"The ""beauty"" of a run in semi-exurban, north Georgia! #sarcasm #takingmorepictures #runphoto #pretty http://t.co/5TgJ3c7yuZ",sarcasm
69368,"So what did we do today?
Watch 50 episodes of Naruto and went to the combini.  Ha! #successfulday #SARCASM",sarcasm
69369,@ProgsToday Hoping this post is #sarcasm,sarcasm
69370,"@darrenhayes According to the debate, all Americans want that. I'm glad they know me so well. #sarcasm",sarcasm
69371,MLS All Stars beat Spurs. Man U beats Spurs... MLS All Stars as good as Man U. #mls #BPL #AmericanLogic #sarcasm #maybe,sarcasm
69372,Cheer leaders still in Peterborough colours this season then.....lovely #sarcasm #cufc,sarcasm
69373,@Scytherius Repeal the EPA! #Sarcasm @JessicaGlenza,sarcasm
69374,Appreciate the efforts indian government and police are taking to control population #pornban #hotelraid #sarcasm,sarcasm
69375,"Yeah, that Vince Wilfork is all washed up 😳 #sarcasm “@ChrisTrapasso: Sup, Vince Wilfork 😯 https://t.co/C9X7SjIQgZ”",sarcasm
69376,"I waited 17 years to become 18 years old, still nothing. Im sick of it. I had enough.  I give up. #sarcasm #lol #funnies",sarcasm
69377,Alli's gonna save us 😂 #Sarcasm,sarcasm
69378,Really @uhaul ... One store clerk on a Saturday in August?!?! Great planning! #sarcasm #WhatWereYouThinking? #dumbshit #cmonman,sarcasm
69379,YEP! Agreed. #Sarcastic #asshole #likeyou #comfortable #teasing #I hate you #goodluck #hashtag… https://t.co/bv3HRKSQ0e,sarcasm
69380,"@RickGosselinDMN could have been Romo, Dez, &amp; Murrey....naw....too many meat was left on the bone. Smith left just the bone. #sarcastic",sarcasm
69381,Some people are so #stupid i feel bad being #sarcastic,sarcasm
69382,"@_HankRearden @megynkelly Because that's what I am, clearly. A progressive. #sarcasm",sarcasm
69383,@BBCWales your doing a top job of displaying this rugby game! Now that's how you do #sarcasm,sarcasm
69384,"no it's fine Wells Fargo, I didn't need that student loan anyway. Thanks for denying me for no reason, it's okay. #sarcasm",sarcasm
69385,"@TIME Never would have dreamed ""really"" would make this list #Really #Sarcasm",sarcasm
69386,I'm a huge fan of my iTunes Store app and my music app just all of a sudden not working. It makes me happy. #Sarcasm #Apple #iPhone,sarcasm
69387,"Wow... i'm honored.... really!
#sarcasm",sarcasm
69388,I just loooooove being told to lower my standards. #sarcasm,sarcasm
69389,This day is going awesome #sarcasm,sarcasm
69390,Wanna hear a joke? #kinda #straplessbra #why #whatsthepoint #bralette #insanity #funny #sarcasm… https://t.co/8rvLkmuTq3,sarcasm
69391,Like omg all Christians don't hate all gay people? #shocked #sarcasm  https://t.co/GmCr9fHnkP,sarcasm
69392,Shout out to all of my friends who texted me yesterday #sarcasm,sarcasm
69393,I had to get tix to the Turner exhibit @deyoungmuseum the weekend of #outsidelands. #goldengatepark is going to be so much fun! #sarcasm,sarcasm
69394,@comcastcares Thanks for responding to the direct message you requested with a form letter about how much you care. #sarcasm #useless,sarcasm
69395,"Fart jokes, i love my own farts, sarcastic gift, funny jewelry, black jewel… https://t.co/ikt378MquL #Funny #Sarcasm http://t.co/QK1c9aIYpF",sarcasm
69396,Omg omg if I die I'm a legend 😪 #sarcasm,sarcasm
69397,"so im working tomorrow 
love having last minute decisions forced on me  like this 
#sarcasm",sarcasm
69398,"@saaxenanurag @RSS_Org Thats a good thing, did you also take a poll if all those who were fed were hindus?
#Sarcasm",sarcasm
69399,Hope all of you will have a terrible day #sarcasm,sarcasm
69400,"@kaimatai @nonprophetess If #evolution is true, why are there still #creationists? #sarcasm",sarcasm
69401,Correct amount of #sarcasm is key to the perfect joke.,sarcasm
69402,.@realDonaldTrump disinvited to 'Hick Prom'? I'm sure he'll bounce back from this terrible development. #sarcasm #gapol,sarcasm
69403,"@rep_stevewomack @HouseAppropsGOP Whoa, you guys ELIMINATED waste and inefficiency?! Was it thru strategic use of info-graphics? #Sarcastic",sarcasm
69404,"Gee, what a surprise. Prove a Liberal is wrong/lying, they block u. Never saw that 1. #Sarcastic #sarcasm #elxn42 #TeamTrudeau #LPC #cdnpoli",sarcasm
69405,@mitchellreports @Lynn_Henning @realDonaldTrump …and I'm sure this diplomacy would be of great value as president. #sarcasm,sarcasm
69406,Broken? Because physical attack on Wiegand? Way to take on a challenge #BHUSA ! #security industry unaware! #sarcasm https://t.co/RqoMdrGjRy,sarcasm
69407,We are gonna win the league👏⚽️ #mufc #sarcasm http://t.co/NjGfl4xGcz,sarcasm
69408,"@7BigMike sure Mike, I'll be right over........ #sarcasm",sarcasm
69409,Understanding sarcasm is the sign of a healthy brain. #sarcasm,sarcasm
69410,Yess!!! I'll be throwing another $120 at my TV Screen to watch this Dance-Off! #Sarcasm  https://t.co/71UaYXTq2Y,sarcasm
69411,"Gee, I’m so glad I had to miss @_defcon_ this year... #sarcasm #sad #nextyear",sarcasm
69412,@LumberJoes @mrshoebeer @DefendTheR @REDBLACKS @CFL @southsidersRB @RedBlackGade @OTTRoughRiders beer had a skunky smell to it #sarcasm 😉😉,sarcasm
69413,"@bfc_official well done Lee,  at least wearen't inthe bottom 3 ... #sarcastic #maybe next Saturday",sarcasm
69414,Awesome! Saving the earth one step at a time! #Sarcasm https://t.co/rIDnckUrYN,sarcasm
69415,My decision to take Mahrez out this morning was a good choice @SkyFantasyFooty #sarcasm,sarcasm
69416,@loordzzzz ehh...my lifes always a blast! #Sarcasm,sarcasm
69417,@marqzbrown I really appreciate your acceptance and fair generalizations #sarcasm,sarcasm
69418,"Always tell others how they should live their lives
#sarcasm",sarcasm
69419,Great start to the season boys! 🙈 #awful #sarcasm #PremierLeague,sarcasm
69420,You should know I take my #sarcasm very #seriously #LetsGetWordy http://t.co/qEf1oRsnQS,sarcasm
69421,it has been #oneofthosedays #awkward #sarcasm http://t.co/MTl9FfEnmP,sarcasm
69422,Hats off to the railroad for letting Cod actually stay home for longer than ten hours today #sarcasm 👏🏽🙌🏼🚂😌,sarcasm
69423,@TheBoeskool  Don't forget the allusion he made about her menstruating. Great way to attract female voters. #sarcasm #DumpTrump,sarcasm
69424,Imagine if this was the slogan for Harley Davidson #Marketing #sarcasm #Ads http://t.co/u03qjMDqJx,sarcasm
69425,"Come in Chelsea,all in and score,then park tht bus we always park #sarcasm #wit",sarcasm
69426,"Oh sweet, I get a 25% discount. 🇺🇸 #freedom #sameasstudents #sarcasm http://t.co/zEOsU6FPZP",sarcasm
69427,@Dean99M none of them northern teams are #sarcasm,sarcasm
69428,So... Today I spend my summer removing a big F***ing tree branch from my neighbors yard. #Fun #Sarcasm,sarcasm
69429,"Teresa: ""that's a good idea""
Me: ""all ideas from this head are radiant comets of greatness""
Teresa: ""yes they are, dear"" #sarcasm #insincere",sarcasm
69430,"RELEASE THE SARKRAKEN!!! Unleash the #sarcastic beast within.... available on all sorts of fun things, only on... http://t.co/r28U44snAP",sarcasm
69431,My birthday tomorrow and I've got to go to the dentist. How epic is that? #Sarcasm,sarcasm
69432,Hey @88PKane @NHLBlackhawks the @DetroitRedWings are painting the ice #theJoe today. How is the cup tour going? #Sarcasm #LGRW,sarcasm
69433,"Our baby is punch drunk, has refused a nap all morning and has swim class in half an hour. This is going to be fun. #sarcasm",sarcasm
69434,Ahhhh the smell of construction on the parkway. Love NJ. #sarcasm,sarcasm
